Code,Name,Market
017390,서울가스,KOSPI
108860,셀바스AI,KOSDAQ
003920,남양유업,KOSPI
092730,네오팜,KOSDAQ
151860,KG에코솔루션,KOSDAQ
091580,상신이디피,KOSDAQ
024840,KBI메탈,KOSDAQ
001250,GS글로벌,KOSPI
123890,한국자산신탁,KOSPI
416180,신성에스티,KOSDAQ
318060,그래피,KOSDAQ
251370,와이엠티,KOSDAQ
900140,엘브이엠씨홀딩스,KOSPI
036800,나이스정보통신,KOSDAQ
352480,씨앤씨인터내셔널,KOSDAQ
900290,GRT,KOSDAQ
004430,송원산업,KOSPI
488280,에스투더블유,KOSDAQ
005500,삼진제약,KOSPI
054450,텔레칩스,KOSDAQ
446540,메가터치,KOSDAQ
051500,CJ프레시웨이,KOSDAQ
095500,미래나노텍,KOSDAQ
382800,지앤비에스 에코,KOSDAQ
338840,와이바이오로직스,KOSDAQ
096760,JW홀딩스,KOSPI
128820,대성산업,KOSPI
023410,유진기업,KOSDAQ
272110,케이엔제이,KOSDAQ
035600,KG이니시스,KOSDAQ
419530,SAMG엔터,KOSDAQ
000430,대원강업,KOSPI
054950,제이브이엠,KOSDAQ
043370,피에이치에이,KOSDAQ
032580,피델릭스,KOSDAQ
357880,SKAI,KOSDAQ
211270,AP위성,KOSDAQ
215000,골프존,KOSDAQ GLOBAL
001340,PKC,KOSPI
002320,한진,KOSPI
334890,이지스밸류플러스리츠,KOSPI
004380,삼익THK,KOSPI
357550,석경에이티,KOSDAQ
472850,폰드그룹,KOSDAQ
006805,미래에셋증권우,KOSPI
322310,오로스테크놀로지,KOSDAQ
012210,삼미금속,KOSDAQ
475560,더본코리아,KOSPI
190510,나무가,KOSDAQ
439090,마녀공장,KOSDAQ
101360,에코앤드림,KOSDAQ
099440,스맥,KOSDAQ
094480,갤럭시아머니트리,KOSDAQ
088260,이리츠코크렙,KOSPI
003960,사조대림,KOSPI
037710,광주신세계,KOSPI
309710,아이티켐,KOSDAQ
003120,일성아이에스,KOSPI
000490,대동,KOSPI
267980,매일유업,KOSDAQ
008490,서흥,KOSPI
004360,세방,KOSPI
115450,HLB테라퓨틱스,KOSDAQ
123860,아나패스,KOSDAQ
226320,잇츠한불,KOSPI
182400,엔케이젠바이오텍코리아,KOSDAQ
382900,범한퓨얼셀,KOSDAQ
290690,소룩스,KOSDAQ
000050,경방,KOSPI
003520,영진약품,KOSPI
001460,BYC,KOSPI
100120,뷰웍스,KOSDAQ
037270,YG PLUS,KOSPI
138610,나이벡,KOSDAQ
294570,쿠콘,KOSDAQ
017890,한국알콜,KOSDAQ
019010,베뉴지,KOSDAQ
0088M0,메쥬,KOSDAQ
064550,바이오니아,KOSDAQ
464080,에스오에스랩,KOSDAQ
034120,SBS,KOSPI
061090,세나테크놀로지,KOSDAQ
244920,에이플러스에셋,KOSPI
023760,한국캐피탈,KOSDAQ
121800,비덴트,KOSDAQ
067080,대화제약,KOSDAQ
308080,바이젠셀,KOSDAQ
000320,노루홀딩스,KOSPI
003070,코오롱글로벌,KOSPI
304100,솔트룩스,KOSDAQ
209640,와이제이링크,KOSDAQ
361390,제노코,KOSDAQ
950170,JTC,KOSDAQ
484810,티엑스알로보틱스,KOSDAQ
003200,일신방직,KOSPI
377460,큐에이드,KOSDAQ
0030R0,대신밸류리츠,KOSPI
083310,엘오티베큠,KOSDAQ
0007C0,아크릴,KOSDAQ
011560,세보엠이씨,KOSDAQ
004560,현대비앤지스틸,KOSPI
314130,지놈앤컴퍼니,KOSDAQ
000540,흥국화재,KOSPI
018000,유니슨,KOSDAQ
053690,한미글로벌,KOSPI
255220,SG,KOSDAQ
134380,미원화학,KOSPI
102120,어보브반도체,KOSDAQ
489500,엘케이켐,KOSDAQ
474170,루미르,KOSDAQ
045390,대아티아이,KOSDAQ
138360,앤로보틱스,KOSDAQ
119610,인터로조,KOSDAQ
001780,알루코,KOSPI
078070,유비쿼스홀딩스,KOSDAQ
092070,디엔에프,KOSDAQ
159010,아스플로,KOSDAQ
044450,KSS해운,KOSPI
092220,KEC,KOSPI
122900,아이마켓코리아,KOSPI
136490,선진,KOSPI
405100,큐알티,KOSDAQ
094820,일진파워,KOSDAQ
010580,에스엠벡셀,KOSPI
115500,케이씨에스,KOSDAQ
005430,한국공항,KOSPI
030210,다올투자증권,KOSPI
432320,KB스타리츠,KOSPI
007160,사조산업,KOSPI
206640,바디텍메드,KOSDAQ
256840,한국비엔씨,KOSDAQ
012610,경인양행,KOSPI
372170,윤성에프앤씨,KOSDAQ
036030,케이티알파,KOSDAQ
461300,아이스크림미디어,KOSDAQ
232680,라온로보틱스,KOSDAQ
053300,한국정보인증,KOSDAQ
005710,대원산업,KOSDAQ
033530,SJG세종,KOSPI
126700,하이비젼시스템,KOSDAQ
03473K,SK우,KOSPI
004310,현대약품,KOSPI
199430,케이엔알시스템,KOSDAQ
062970,한국첨단소재,KOSDAQ
348950,제이알글로벌리츠,KOSPI
001790,대한제당,KOSPI
241590,화승엔터프라이즈,KOSPI
226590,엠디바이스,KOSDAQ
457550,우진엔텍,KOSDAQ
149950,아바텍,KOSDAQ
126600,BGF에코머티리얼즈,KOSDAQ
404990,신한서부티엔디리츠,KOSPI
108380,대양전기공업,KOSDAQ
003555,LG우,KOSPI
013890,지누스,KOSPI
377190,디앤디플랫폼리츠,KOSPI
122990,와이솔,KOSDAQ
004980,성신양회,KOSPI
214180,헥토이노베이션,KOSDAQ
065710,서호전기,KOSDAQ
033920,무학,KOSPI
001630,종근당홀딩스,KOSPI
068930,디지털대성,KOSDAQ
034810,해성산업,KOSDAQ
000480,CR홀딩스,KOSPI
035510,신세계 I&C,KOSPI
210980,SK디앤디,KOSPI
025000,KPX케미칼,KOSPI
013120,동원개발,KOSDAQ
012200,계양전기,KOSPI
003650,미창석유,KOSPI
011690,와이투솔루션,KOSPI
484120,도우인시스,KOSDAQ
353810,이지바이오,KOSDAQ
042600,새로닉스,KOSDAQ
126730,코칩,KOSDAQ
298690,에어부산,KOSPI
452450,피아이이,KOSDAQ
417010,나노팀,KOSDAQ
009680,모토닉,KOSPI
035150,백산,KOSPI
264850,이랜시스,KOSDAQ
010955,S-Oil우,KOSPI
321550,티움바이오,KOSDAQ
007860,서연,KOSPI
051905,LG생활건강우,KOSPI
102460,이연제약,KOSPI
083930,아바코,KOSDAQ
041020,폴라리스오피스,KOSDAQ
264450,유비쿼스,KOSDAQ
237880,클리오,KOSDAQ
388050,지투파워,KOSDAQ
117580,대성에너지,KOSPI
380550,뉴로핏,KOSDAQ
194480,데브시스터즈,KOSDAQ
039840,디오,KOSDAQ
445180,퓨릿,KOSDAQ
086820,바이오솔루션,KOSDAQ
001080,만호제강,KOSPI
187790,나노,KOSDAQ
146320,비씨엔씨,KOSDAQ
028100,동아지질,KOSPI
462860,더즌,KOSDAQ
402030,코난테크놀로지,KOSDAQ
003350,한국화장품제조,KOSPI
487570,HS효성,KOSPI
036560,KZ정밀,KOSDAQ
008350,남선알미늄,KOSPI
481070,에이유브랜즈,KOSDAQ
095570,AJ네트웍스,KOSPI
176750,듀켐바이오,KOSDAQ
003220,대원제약,KOSPI
053210,스카이라이프,KOSPI
039860,나노엔텍,KOSDAQ
458650,성우,KOSDAQ
000390,SP삼화,KOSPI
339770,교촌에프앤비,KOSPI
102260,동성케미컬,KOSPI
052330,코텍,KOSDAQ
270660,에브리봇,KOSDAQ
001130,대한제분,KOSPI
380540,옵티코어,KOSDAQ
084680,이월드,KOSPI
140670,알에스오토메이션,KOSDAQ
058820,CMG제약,KOSDAQ
293580,나우IB,KOSDAQ
216080,제테마,KOSDAQ
071200,인피니트헬스케어,KOSDAQ
118990,모트렉스,KOSDAQ
039570,HDC랩스,KOSPI
016580,환인제약,KOSPI
474610,RF시스템즈,KOSDAQ
285490,노바텍,KOSDAQ
002150,도화엔지니어링,KOSPI
036190,금화피에스시,KOSDAQ
000140,하이트진로홀딩스,KOSPI
242040,나무기술,KOSDAQ
025820,이구산업,KOSPI
469610,이노테크,KOSDAQ
039830,오로라,KOSDAQ
013580,계룡건설,KOSPI
147830,제룡산업,KOSDAQ
289080,SV인베스트먼트,KOSDAQ
221800,지구홀딩스,KOSDAQ
950140,잉글우드랩,KOSDAQ
121440,골프존홀딩스,KOSDAQ
024060,흥구석유,KOSDAQ
0011A0,액스비스,KOSDAQ
203400,에이비온,KOSDAQ
119830,아이텍,KOSDAQ
003547,대신증권2우B,KOSPI
125210,아모그린텍,KOSDAQ
083500,에프엔에스테크,KOSDAQ
288180,케이피항공산업,KOSDAQ
166480,코아스템켐온,KOSDAQ
123410,코리아에프티,KOSDAQ
192440,슈피겐코리아,KOSDAQ
371950,풍원정밀,KOSDAQ
073010,케이에스피,KOSDAQ
260870,SK시그넷,KONEX
267320,나인테크,KOSDAQ
079960,동양이엔피,KOSDAQ
100250,진양홀딩스,KOSPI
000860,강남제비스코,KOSPI
264660,씨앤지하이테크,KOSDAQ
047310,파워로직스,KOSDAQ
054920,한컴위드,KOSDAQ
080160,모두투어,KOSDAQ
289930,웨이비스,KOSDAQ
403850,더핑크퐁컴퍼니,KOSDAQ
104480,티케이케미칼,KOSDAQ
158430,아톤,KOSDAQ
032620,GC메디아이,KOSDAQ
003610,방림,KOSPI
025560,미래산업,KOSPI
234080,JW생명과학,KOSPI
259630,엠플러스,KOSDAQ
016790,현대사료,KOSDAQ
101170,우림피티에스,KOSDAQ
059120,아진엑스텍,KOSDAQ
101530,해태제과식품,KOSPI
234690,녹십자웰빙,KOSDAQ
293780,압타바이오,KOSDAQ
306620,지아이에스,KOSDAQ
060150,인선이엔티,KOSDAQ
051980,중앙첨단소재,KOSDAQ
001045,CJ우,KOSPI
039560,다산네트웍스,KOSDAQ
042420,네오위즈홀딩스,KOSDAQ
220260,켐트로스,KOSDAQ
016880,웅진,KOSPI
095700,제넥신,KOSDAQ
011785,금호석유화학우,KOSPI
452190,한빛레이저,KOSDAQ
007570,일양약품,KOSPI
037030,파워넷,KOSDAQ
321370,센서뷰,KOSDAQ
044820,코스맥스비티아이,KOSPI
299030,하나기술,KOSDAQ
002100,경농,KOSPI
260970,에스앤디,KOSDAQ
066620,국보디자인,KOSDAQ
282880,코윈테크,KOSDAQ
003460,유화증권,KOSPI
031440,신세계푸드,KOSPI
143160,아이디스,KOSDAQ
163730,핑거,KOSDAQ
377450,리파인,KOSDAQ
036010,아비코전자,KOSDAQ
460850,동국씨엠,KOSPI
101970,우양에이치씨,KOSDAQ
017550,수산세보틱스,KOSPI
293480,하나제약,KOSPI
0004V0,엔비알모션,KOSDAQ
142210,유니트론텍,KOSDAQ
114840,아이패밀리에스씨,KOSDAQ
018470,조일알미늄,KOSPI
017510,세명전기,KOSDAQ
271980,제일약품,KOSPI
015230,대창단조,KOSPI
297890,HB솔루션,KOSDAQ
007610,선도전기,KOSPI
007330,푸른저축은행,KOSDAQ
053080,케이엔솔,KOSDAQ
140610,엔솔바이오사이언스,KONEX
081000,일진다이아,KOSPI
004150,한솔홀딩스,KOSPI
019180,티에이치엔,KOSPI
016450,한세예스24홀딩스,KOSPI
000300,DH오토넥스,KOSPI
487580,폴레드,KOSDAQ
056090,시지메드텍,KOSDAQ
097955,CJ제일제당 우,KOSPI
086980,쇼박스,KOSDAQ
092130,이크레더블,KOSDAQ
462520,조선내화,KOSPI
396270,넥스트칩,KOSDAQ
357580,아모센스,KOSDAQ
005960,동부건설,KOSPI
212560,네오오토,KOSDAQ
000020,동화약품,KOSPI
048870,시너지이노베이션,KOSDAQ
004090,한국석유,KOSPI
077500,유니퀘스트,KOSPI
037560,LG헬로비전,KOSPI
172670,에이엘티,KOSDAQ
037350,성도이엔지,KOSDAQ
049430,코메론,KOSDAQ
307750,국전,KOSDAQ
046440,KG파이낸셜,KOSDAQ
008970,KBI동양철관,KOSPI
038390,레드캡투어,KOSDAQ
002170,SYTS,KOSPI
078890,가온그룹,KOSDAQ
473980,노머스,KOSDAQ
049960,쎌바이오텍,KOSDAQ
023910,대한약품,KOSDAQ
024800,유성티엔에스,KOSDAQ
400760,NH올원리츠,KOSPI
950250,테라뷰,KOSDAQ
222040,코스맥스엔비티,KOSDAQ
143240,사람인,KOSDAQ
115440,우리넷,KOSDAQ
000520,삼일제약,KOSPI
068790,DMS,KOSDAQ
005990,매일홀딩스,KOSDAQ
453450,그리드위즈,KOSDAQ
040160,누리플렉스,KOSDAQ
006060,화승인더,KOSPI
008830,대동기어,KOSDAQ
071840,롯데하이마트,KOSPI
263860,지니언스,KOSDAQ
179290,엠아이텍,KOSDAQ
106190,하이텍팜,KOSDAQ
340450,지씨지놈,KOSDAQ
011040,경동제약,KOSDAQ
088130,동아엘텍,KOSDAQ
323350,다원넥스뷰,KOSDAQ
213500,한솔제지,KOSPI
013990,아가방컴퍼니,KOSDAQ
090350,노루페인트,KOSPI
053700,삼보모터스,KOSDAQ
204610,티쓰리,KOSDAQ
054800,아이디스홀딩스,KOSDAQ
322180,LS티라유텍,KOSDAQ
003480,한진중공업홀딩스,KOSPI
115310,인포바인,KOSDAQ
032940,원익,KOSDAQ
475230,엔알비,KOSDAQ
123330,제닉,KOSDAQ
108230,톱텍,KOSDAQ
297090,씨에스베어링,KOSDAQ
002990,금호건설,KOSPI
381620,제닉스로보틱스,KOSDAQ
066410,버킷스튜디오,KOSDAQ
046070,코다코,KOSDAQ
192410,오늘이엔엠,KOSDAQ
009070,KCTC,KOSPI
396300,세아메카닉스,KOSDAQ
214420,토니모리,KOSPI
33626K,두산퓨얼셀1우,KOSPI
082800,비보존 제약,KOSDAQ
290740,액트로,KOSDAQ
240550,동방메디컬,KOSDAQ
000970,한국주철관,KOSPI
001520,동양,KOSPI
002780,진흥기업,KOSPI
334970,프레스티지바이오로직스,KOSDAQ
210540,디와이파워,KOSPI
041440,현대에버다임,KOSDAQ
095190,신화프리텍,KOSDAQ
412350,레이저쎌,KOSDAQ
148150,세경하이테크,KOSDAQ
072870,메가스터디,KOSDAQ
300080,플리토,KOSDAQ
317400,자이에스앤디,KOSPI
005160,동국산업,KOSDAQ
333430,일승,KOSDAQ
012800,대창,KOSPI
001360,삼성제약,KOSPI
272550,삼양패키징,KOSPI
086890,이수앱지스,KOSDAQ
021080,에이티넘인베스트,KOSDAQ
365330,에스와이스틸텍,KOSDAQ
067280,멀티캠퍼스,KOSDAQ
086670,비엠티,KOSDAQ
105330,케이엔더블유,KOSDAQ
003830,대한화섬,KOSPI
038290,마크로젠,KOSDAQ
086960,MDS테크,KOSDAQ
071280,로체시스템즈,KOSDAQ
023600,삼보판지,KOSDAQ
00279K,아모레퍼시픽홀딩스3우C,KOSPI
225190,LK삼양,KOSDAQ
047560,이스트소프트,KOSDAQ
093640,케이알엠,KOSDAQ
217270,넵튠,KOSDAQ
000700,유수홀딩스,KOSPI
093190,빅솔론,KOSDAQ
054540,삼영엠텍,KOSDAQ
014280,금강공업,KOSPI
214390,경보제약,KOSPI
298000,효성화학,KOSPI
041520,이엘씨,KOSDAQ
004970,신라교역,KOSPI
223250,드림씨아이에스,KOSDAQ
129920,대성하이텍,KOSDAQ
338220,뷰노,KOSDAQ
408920,메쎄이상,KOSDAQ
003100,선광,KOSDAQ
042510,라온시큐어,KOSDAQ
323990,박셀바이오,KOSDAQ
015890,태경산업,KOSPI
002230,피에스텍,KOSDAQ
217950,파마리서치바이오,KONEX
107600,새빗켐,KOSDAQ
004960,한신공영,KOSPI
382840,원준,KOSDAQ
122450,KX,KOSDAQ
094280,효성ITX,KOSPI
037070,파세코,KOSDAQ
010100,한국무브넥스,KOSPI
089470,HDC현대EP,KOSPI
069510,에스텍,KOSDAQ
388790,라이콤,KOSDAQ
307930,컴퍼니케이,KOSDAQ
052900,KX하이텍,KOSDAQ
013520,화승코퍼레이션,KOSPI
052420,오성첨단소재,KOSDAQ
080420,모다이노칩,KOSDAQ
049720,고려신용정보,KOSDAQ
217820,원익피앤이,KOSDAQ
136540,윈스테크넷,KOSDAQ
020120,키다리스튜디오,KOSPI
040300,YTN,KOSDAQ
009580,무림P&P,KOSPI
013310,아진산업,KOSDAQ
417500,제이아이테크,KOSDAQ
234030,싸이닉솔루션,KOSDAQ
256940,킵스파마,KOSDAQ
027710,팜스토리,KOSDAQ
066430,아이로보틱스,KOSDAQ
100590,머큐리,KOSDAQ
250060,모비스,KOSDAQ
016740,두올,KOSPI
066310,큐에스아이,KOSDAQ
235980,메드팩토,KOSDAQ
015590,DKME,KOSPI
078000,텔코웨어,KOSPI
085670,뉴프렉스,KOSDAQ
049950,미래컴퍼니,KOSDAQ
336680,탑런토탈솔루션,KOSDAQ
067990,도이치모터스,KOSDAQ
396470,워트,KOSDAQ
079430,현대리바트,KOSPI
262260,에이프로,KOSDAQ
214680,디알텍,KOSDAQ
025620,차AI헬스케어,KOSPI
001540,안국약품,KOSDAQ
007540,샘표,KOSPI
267290,경동도시가스,KOSPI
076610,해성옵틱스,KOSDAQ
002620,제일파마홀딩스,KOSPI
215100,로보로보,KOSDAQ
321260,프로이천,KOSDAQ
027970,한국제지,KOSPI
107590,미원홀딩스,KOSPI
156100,엘앤케이바이오,KOSDAQ
255440,야스,KOSDAQ
006620,동구바이오제약,KOSDAQ
070960,모나용평,KOSPI
024090,디씨엠,KOSPI
123040,엠에스오토텍,KOSDAQ
269620,시스웍,KOSDAQ
063570,NICE인프라,KOSDAQ
389030,지니너스,KOSDAQ
045970,코아시아,KOSDAQ
014710,사조씨푸드,KOSPI
021820,세원정공,KOSPI
009270,신원,KOSPI
282720,금양그린파워,KOSDAQ
012320,경동인베스트,KOSPI
141000,비아트론,KOSDAQ
004080,신흥,KOSPI
493330,지에프아이,KOSDAQ
021320,KCC건설,KOSDAQ
039980,폴라리스AI,KOSDAQ
089600,KT나스미디어,KOSDAQ
322510,제이엘케이,KOSDAQ
011280,태림포장,KOSPI
360070,탑머티리얼,KOSDAQ
331920,셀레믹스,KOSDAQ
205100,엑셈,KOSDAQ
072950,빛샘전자,KOSDAQ
350520,이지스레지던스리츠,KOSPI
330730,스톤브릿지벤처스,KOSDAQ
008040,사조동아원,KOSPI
205500,넥써쓰,KOSDAQ
366030,공구우먼,KOSDAQ
005800,신영와코루,KOSPI
016710,대성홀딩스,KOSPI
142280,녹십자엠에스,KOSDAQ
136150,원일티엔아이,KOSDAQ
331740,아우토크립트,KOSDAQ
083420,그린케미칼,KOSPI
475580,에이럭스,KOSDAQ
123690,한국화장품,KOSPI
036690,코맥스,KOSDAQ
005860,한일사료,KOSDAQ
109740,디에스케이,KOSDAQ
456070,이엔셀,KOSDAQ
263720,디앤씨미디어,KOSDAQ
059270,해성에어로보틱스,KOSDAQ
131030,옵투스제약,KOSDAQ
084670,동양고속,KOSPI
310200,애니플러스,KOSDAQ
002390,한독,KOSPI
004250,NPC,KOSPI
109610,에스와이,KOSDAQ
092040,아미코젠,KOSDAQ
014580,태경비케이,KOSPI
049080,기가레인,KOSDAQ
067900,와이엔텍,KOSDAQ
065450,빅텍,KOSDAQ
950130,엑세스바이오,KOSDAQ
002460,HS화성,KOSPI
014530,극동유화,KOSPI
339950,아이비김영,KOSDAQ
0007J0,인벤테라,KOSDAQ
025950,동신건설,KOSDAQ
002220,한일철강,KOSPI
120030,조선선재,KOSPI
317770,엑스페릭스,KOSDAQ
001290,상상인증권,KOSPI
052260,현대바이오랜드,KOSDAQ
011700,한신기계,KOSPI
413630,씨피시스템,KOSDAQ
047770,코데즈컴바인,KOSDAQ
029480,광무,KOSDAQ
001020,페이퍼코리아,KOSPI
051160,지어소프트,KOSDAQ
309960,LB인베스트먼트,KOSDAQ
0015S0,페스카로,KOSDAQ
464490,쿼드메디슨,KOSDAQ
096250,와이즈넛,KOSDAQ
049520,유아이엘,KOSDAQ
009780,엠에스씨,KOSDAQ
054050,NH농우바이오,KOSDAQ
101330,모베이스,KOSDAQ
013570,디와이,KOSPI
038540,상상인,KOSDAQ
002450,삼익악기,KOSPI
035000,HS애드,KOSPI
038110,에코플라스틱,KOSDAQ
007210,벽산,KOSPI
011000,진원생명과학,KOSPI
417970,모델솔루션,KOSDAQ
357230,에이치피오,KOSDAQ
182360,큐브엔터,KOSDAQ
139990,아주스틸,KOSPI
443670,에스피소프트,KOSDAQ
226400,오스테오닉,KOSDAQ
067000,조이시티,KOSDAQ
311320,지오엘리먼트,KOSDAQ
149980,하이로닉,KOSDAQ
047820,초록뱀미디어,KOSDAQ
035080,그래디언트,KOSDAQ
041590,플래스크,KOSDAQ
408470,한패스,KOSDAQ
073560,우리손에프앤지,KOSDAQ
024880,케이피에프,KOSDAQ
089230,THE E&M,KOSDAQ
253840,수젠텍,KOSDAQ
034590,인천도시가스,KOSPI
044990,에이치엔에스하이텍,KOSDAQ
227840,현대코퍼레이션홀딩스,KOSPI
217330,싸이토젠,KOSDAQ
018120,진로발효,KOSDAQ
248170,샘표식품,KOSPI
090850,현대이지웰,KOSDAQ
074430,아미노로직스,KOSDAQ
212710,아이에스티이,KOSDAQ
228850,레이언스,KOSDAQ
052860,아이앤씨,KOSDAQ
290720,푸드나무,KOSDAQ
023800,인지컨트롤스,KOSPI
451220,아이엠티,KOSDAQ
267850,아시아나IDT,KOSPI
090470,제이스로보틱스,KOSDAQ
032300,한국파마,KOSDAQ
033340,좋은사람들,KOSDAQ
023900,풍국주정,KOSDAQ
000440,중앙에너비스,KOSDAQ
363280,티와이홀딩스,KOSPI
067830,세이브존I&C,KOSPI
036220,오상헬스케어,KOSDAQ
117670,알파칩스,KOSDAQ
014790,HL D&I,KOSPI
131370,알서포트,KOSDAQ
246710,티앤알바이오팹,KOSDAQ
104460,디와이피엔에프,KOSDAQ
411080,샌즈랩,KOSDAQ
476040,오가노이드사이언스,KOSDAQ
229500,노브메타파마,KONEX
004100,태양금속,KOSPI
059210,메타바이오메드,KOSDAQ
078140,대봉엘에스,KOSDAQ
066980,한성크린텍,KOSDAQ
011810,STX,KOSPI
088390,이녹스,KOSDAQ
079810,APS이노베이션,KOSDAQ
004140,동방,KOSPI
041930,SY동아,KOSDAQ
475430,키스트론,KOSDAQ
460940,피앤에스로보틱스,KOSDAQ
100130,동국S&C,KOSDAQ
424960,스마트레이더시스템,KOSDAQ
014160,대영포장,KOSPI
042500,링네트,KOSDAQ
058850,KTcs,KOSPI
100700,세운메디칼,KOSDAQ
205470,휴마시스,KOSDAQ
147760,피엠티,KOSDAQ
063170,서울옥션,KOSDAQ
053260,금강철강,KOSDAQ
099750,이지케어텍,KOSDAQ
086710,선진뷰티사이언스,KOSDAQ
036420,콘텐트리중앙,KOSPI
273640,와이엠텍,KOSDAQ
37550L,DL이앤씨2우(전환),KOSPI
432470,케이엔에스,KOSDAQ
265740,엔에프씨,KOSDAQ
228670,레이,KOSDAQ
294630,서남,KOSDAQ
382480,지아이텍,KOSDAQ
348350,위드텍,KOSDAQ
389140,포바이포,KOSDAQ
007820,엠엑스로보틱스,KOSDAQ
094840,슈프리마에이치큐,KOSDAQ
066700,테라젠이텍스,KOSDAQ
039340,한국경제TV,KOSDAQ
317830,에스피시스템스,KOSDAQ
264900,크라운제과,KOSPI
094940,푸른기술,KOSDAQ
056360,코위버,KOSDAQ
370090,퓨런티어,KOSDAQ
023450,동남합성,KOSPI
019550,SBI인베스트먼트,KOSDAQ
419050,삼기에너지솔루션즈,KOSDAQ
006840,AK홀딩스,KOSPI
091120,이엠텍,KOSDAQ
063080,컴투스홀딩스,KOSDAQ
036630,세종텔레콤,KOSDAQ
053580,웹케시,KOSDAQ
489460,바이오비쥬,KOSDAQ
004590,한국가구,KOSDAQ
096240,크레버스,KOSDAQ
101670,하이드로리튬,KOSDAQ
032560,황금에스티,KOSPI
225530,HC보광산업,KOSDAQ
173130,오파스넷,KOSDAQ
078935,GS우,KOSPI
019680,대교,KOSPI
054620,APS,KOSDAQ
005740,크라운해태홀딩스,KOSPI
119650,KC코트렐,KOSPI
002200,한국수출포장,KOSPI
048770,TPC로보틱스,KOSDAQ
010660,화천기계,KOSPI
352090,스톰테크,KOSDAQ
040910,아이씨디,KOSDAQ
246720,아스타,KOSDAQ
298540,더네이쳐홀딩스,KOSDAQ
277880,티에스아이,KOSDAQ
033290,로젠,KOSDAQ
330350,위더스제약,KOSDAQ
163560,동일고무벨트,KOSPI
251120,바이오에프디엔씨,KOSDAQ
063160,종근당바이오,KOSPI
035610,솔본,KOSDAQ
377480,마음AI,KOSDAQ
337930,젝시믹스,KOSDAQ
036580,팜스코,KOSPI
007110,일신석재,KOSPI
303810,동국생명과학,KOSDAQ
007460,에이프로젠,KOSPI
006660,삼성공조,KOSPI
362320,청담글로벌,KOSDAQ
208370,셀바스헬스케어,KOSDAQ
009300,삼아제약,KOSDAQ
265560,영화테크,KOSDAQ
120240,대정화금,KOSDAQ
008260,NI스틸,KOSPI
066790,씨씨에스,KOSDAQ
299660,셀리드,KOSDAQ
008700,아남전자,KOSPI
095720,웅진씽크빅,KOSPI
003310,대주산업,KOSDAQ
084650,랩지노믹스,KOSDAQ
048550,SM C&C,KOSDAQ
081180,쎄크,KOSDAQ
302430,이노메트리,KOSDAQ
019540,일지테크,KOSDAQ
005870,휴니드,KOSPI
091440,한울소재과학,KOSDAQ
068240,다원시스,KOSDAQ
452200,민테크,KOSDAQ
006140,피제이전자,KOSDAQ
001275,부국증권우,KOSPI
131400,이브이첨단소재,KOSDAQ
950190,고스트스튜디오,KOSDAQ
448710,코츠테크놀로지,KOSDAQ
058860,KTis,KOSPI
066590,스모트로닉,KOSDAQ
251630,브이원텍,KOSDAQ
900250,크리스탈신소재,KOSDAQ
003580,HLB글로벌,KOSPI
000230,일동홀딩스,KOSPI
002210,동성제약,KOSPI
347890,엠엑스온,KOSDAQ
011370,서한,KOSDAQ
048530,인트론바이오,KOSDAQ
093920,서원인텍,KOSDAQ
031820,아이티센씨티에스,KOSPI
041910,폴라리스AI파마,KOSDAQ
025550,한국선재,KOSDAQ
082850,우리바이오,KOSDAQ
058630,엠게임,KOSDAQ
463020,뉴엔AI,KOSDAQ
072020,중앙백신,KOSDAQ
017370,우신시스템,KOSPI
302550,리메드,KOSDAQ
185490,아이진,KOSDAQ
010280,아이티센엔텍,KOSDAQ
043610,KT지니뮤직,KOSDAQ
038460,바이오스마트,KOSDAQ
004840,DRB동일,KOSPI
0015N0,아로마티카,KOSDAQ
002700,신일전자,KOSPI
014440,영보화학,KOSPI
175140,휴먼테크놀로지,KOSDAQ
067170,오텍,KOSDAQ
215790,이노인스트루먼트,KOSDAQ
024740,한일단조,KOSDAQ
263600,덕우전자,KOSDAQ
060590,씨티씨바이오,KOSDAQ
030960,양지사,KOSDAQ
026150,특수건설,KOSDAQ
040420,정상제이엘에스,KOSDAQ
217190,제너셈,KOSDAQ
023000,삼원강재,KOSPI
459100,위츠,KOSDAQ
067290,JW신약,KOSDAQ
413390,엠오티,KOSDAQ
006890,태경케미컬,KOSPI
388870,파로스아이바이오,KOSDAQ
457370,한켐,KOSDAQ
004890,동일산업,KOSPI
007980,TP,KOSPI
088280,쏘닉스,KOSDAQ
418470,KT밀리의서재,KOSDAQ
096350,대창솔루션,KOSDAQ
201490,미투온,KOSDAQ
014970,삼륭물산,KOSDAQ
203690,아크솔루션스,KOSDAQ
065440,이루온,KOSDAQ
054670,대한뉴팜,KOSDAQ
170030,현대공업,KOSDAQ
140070,서플러스글로벌,KOSDAQ
004650,창해에탄올,KOSDAQ
290660,다이나믹솔루션,KOSDAQ
000590,CS홀딩스,KOSPI
315640,딥노이드,KOSDAQ
096775,SK이노베이션우,KOSPI
35320K,대덕전자1우,KOSPI
191420,테고사이언스,KOSDAQ
024830,세원물산,KOSDAQ
061040,알에프텍,KOSDAQ
081150,티플랙스,KOSDAQ
000105,유한양행우,KOSPI
439580,블루엠텍,KOSDAQ
391710,코닉오토메이션,KOSDAQ
